customer_id,orders_12m,spend_12m_eur,website_visits_90d,avg_discount_rate,return_rate,days_since_last_order,support_tickets_12m,avg_order_value_eur,mobile_share,newsletter_open_rate,loyalty_years
6985,19.0,568.42,53.0,0.519,0.089,6.0,1.0,29.91,0.395,0.215,1.75
6986,29.0,2197.7,36.0,0.116,0.031,5.0,3.0,75.35,0.181,0.389,1.24
6987,3.0,261.57,8.0,0.204,0.05,21.0,0.0,75.42,0.335,0.319,0.42
6988,20.0,560.44,42.0,0.385,0.111,4.0,4.0,28.36,0.284,0.129,0.56
6989,12.0,530.15,40.0,0.063,0.064,14.0,2.0,44.48,0.596,0.268,1.0
6990,2.0,0.0,2.0,0.089,0.0,104.0,0.0,0.0,0.671,0.109,1.51
6991,5.0,119.98,13.0,0.207,0.066,16.0,1.0,26.46,0.126,0.253,0.0
6992,2.0,146.33,0.0,0.11,0.049,119.0,1.0,80.78,0.181,0.066,1.08
6993,4.0,198.04,0.0,0.156,0.051,30.0,0.0,51.88,0.377,0.406,2.32
6994,17.0,547.58,57.0,0.372,0.045,6.0,0.0,32.32,1.0,0.0,0.0
6995,2.0,79.76,6.0,0.184,0.033,25.0,0.0,38.75,0.329,0.004,1.4
6996,10.0,599.87,31.0,0.084,0.073,18.0,2.0,57.43,0.621,0.41,0.58
6997,35.0,1483.14,72.0,0.013,0.042,2.0,2.0,42.22,0.679,0.323,1.91
6998,6.0,7.79,7.0,0.265,0.036,38.0,0.0,1.2,0.499,0.279,1.97
6999,9.0,683.03,21.0,0.084,0.005,15.0,1.0,74.02,0.587,0.22,3.62
7000,17.0,236.17,36.0,0.094,0.098,21.0,1.0,14.05,0.371,0.338,1.06
7001,1.0,24.13,0.0,0.061,0.0,138.0,1.0,16.57,0.136,0.058,0.8
7002,26.0,1771.33,51.0,0.013,0.018,5.0,2.0,66.92,0.578,0.019,0.53
7003,0.0,122.35,7.0,0.158,0.038,52.0,0.0,122.35,0.202,0.0,0.0
7004,7.0,509.62,36.0,0.121,0.086,13.0,2.0,76.72,0.378,0.012,1.68
7005,5.0,75.91,5.0,0.176,0.048,26.0,1.0,14.39,0.835,0.132,0.35
7006,17.0,509.31,55.0,0.584,0.161,16.0,0.0,30.04,0.509,0.284,1.39
7007,10.0,396.79,22.0,0.1,0.069,21.0,1.0,41.3,0.451,0.31,1.91
7008,19.0,956.61,52.0,0.343,0.053,0.0,0.0,49.12,0.43,0.295,0.0
7009,8.0,611.39,25.0,0.092,0.041,24.0,0.0,72.58,0.229,0.35,2.12
7010,20.0,1072.59,38.0,0.058,0.022,17.0,3.0,53.24,0.445,0.351,2.37
7011,1.0,87.96,3.0,0.231,0.038,144.0,0.0,61.72,0.701,0.177,1.44
7012,12.0,287.35,34.0,0.107,0.017,17.0,3.0,24.86,0.387,0.166,2.29
7013,4.0,95.59,5.0,0.129,0.051,38.0,1.0,21.91,0.137,0.176,0.0
7014,4.0,169.11,11.0,0.292,0.033,49.0,0.0,42.04,0.326,0.303,1.36
7015,21.0,883.32,35.0,0.307,0.118,8.0,2.0,42.31,0.51,0.304,0.99
7016,3.0,118.29,9.0,0.039,0.069,14.0,0.0,42.2,0.483,0.371,1.48
7017,3.0,115.39,4.0,0.251,0.03,52.0,0.0,38.03,0.61,0.293,2.24
7018,7.0,167.93,9.0,0.057,0.056,10.0,1.0,23.66,0.558,0.307,0.6
7019,1.0,39.46,4.0,0.096,0.041,113.0,0.0,35.18,0.586,0.091,0.74
7020,16.0,323.83,30.0,0.096,0.113,14.0,1.0,20.5,0.207,0.31,2.38
7021,4.0,120.29,7.0,0.215,0.034,22.0,1.0,32.69,0.598,0.324,1.14
7022,3.0,54.12,12.0,0.15,0.056,35.0,1.0,17.47,0.367,0.0,0.0
7023,22.0,582.72,40.0,0.259,0.122,3.0,0.0,26.22,0.679,0.203,0.14
7024,25.0,1139.36,76.0,0.055,0.017,6.0,1.0,46.02,0.08,,2.55
7025,12.0,546.78,30.0,0.118,0.097,6.0,1.0,45.18,0.814,0.237,2.78
7026,3.0,173.15,6.0,,0.036,51.0,1.0,68.74,0.773,0.206,0.54
7027,4.0,132.04,8.0,0.239,0.035,26.0,1.0,35.9,0.192,0.045,0.26
7028,8.0,632.38,3.0,0.099,0.041,27.0,0.0,75.29,0.231,0.296,1.76
7029,4.0,40.9,3.0,0.075,0.013,48.0,0.0,10.56,0.596,0.0,0.3
7030,3.0,0.0,6.0,0.046,0.057,25.0,0.0,0.0,0.619,0.354,0.89
7031,12.0,754.66,18.0,0.131,0.053,8.0,0.0,65.53,0.119,0.193,1.89
7032,15.0,565.29,26.0,0.106,0.028,12.0,2.0,36.93,0.817,0.257,0.49
7033,15.0,701.12,17.0,0.053,0.067,20.0,0.0,45.72,0.614,0.063,2.32
7034,41.38735521315405,1750.7676587510202,34.0,0.008,0.108,18.0,0.0,39.79,0.473,0.176,1.34
7035,10.0,204.09,23.0,0.085,0.04,20.0,0.0,21.4,0.433,0.062,0.89
7036,19.0,852.02,42.0,0.408,0.099,2.0,1.0,44.02,0.495,0.365,0.0
7037,20.0,579.53,56.0,0.279,0.0,6.0,2.0,29.18,0.519,0.429,2.51
7038,25.0,2051.9,71.0,0.085,0.038,13.0,1.0,83.55,0.094,0.212,0.03
7039,3.0,78.55,3.0,0.105,0.032,111.0,0.0,24.21,0.309,0.0,1.57
7040,0.0,214.59,2.0,0.163,0.032,4.0,0.0,214.59,0.757,0.217,1.99
7041,4.0,102.11,5.0,0.181,0.053,0.0,1.0,28.08,0.055,0.186,0.64
7042,3.0,159.64,10.0,0.194,0.037,34.0,1.0,54.75,0.2,0.321,1.55
7043,3.0,50.82,13.0,0.269,0.04,56.0,2.0,16.14,0.457,0.29,0.83
7044,37.0,1941.84,63.0,0.12,0.04,9.0,2.0,52.02,0.395,0.322,2.34
7045,3.0,58.24,4.0,0.078,0.041,128.0,2.0,23.18,0.113,0.146,0.29
7046,12.0,340.63,39.0,0.133,0.04,14.0,1.0,27.69,0.826,0.21,1.37
7047,1.0,72.78,6.0,0.115,0.0,75.0,1.0,72.78,0.305,0.0,0.88
7048,14.0,573.66,46.0,0.327,0.077,0.0,1.0,41.87,0.756,0.444,1.66
7049,2.0,167.44,3.0,0.116,0.0,21.0,0.0,99.26,0.456,0.328,0.28
7050,7.0,148.9,7.0,0.198,0.072,43.0,0.0,22.52,0.21,0.314,1.18
7051,1.0,21.95,6.0,0.164,0.035,45.0,0.0,21.95,0.769,0.28,2.09
7052,20.0,701.62,50.0,0.487,0.113,2.0,0.0,34.78,0.227,0.164,1.34
7053,2.0,165.24,6.0,0.278,0.117,33.0,0.0,70.24,0.485,0.193,0.58
7054,9.0,579.31,26.0,0.154,0.036,20.0,2.0,64.89,0.648,0.149,0.9
7055,2.0,105.29,8.0,0.265,0.064,25.0,2.0,70.15,0.166,0.273,1.15
7056,18.0,521.04,27.0,0.108,0.077,9.0,0.0,28.35,0.21,0.276,2.16
7057,11.0,449.39,33.0,,0.055,0.0,2.0,39.45,0.203,0.0,1.35
7058,2.0,124.53,8.0,0.11,0.053,29.0,0.0,57.72,0.033,0.093,0.0
7059,11.0,616.34,34.0,0.0,0.049,11.0,2.0,55.54,0.66,0.189,2.77
7060,35.0,2639.78,66.0,0.085,0.049,11.0,0.0,75.48,0.473,0.228,2.67
7061,0.0,35.93,2.0,0.043,0.049,55.0,0.0,35.93,0.123,0.0,1.71
7062,1.0,126.23,7.0,0.196,0.078,36.0,0.0,126.23,0.805,0.214,1.27
7063,13.0,664.28,15.0,0.027,0.048,13.0,0.0,52.7,0.15,0.08,0.38
7064,4.0,102.39,6.0,0.269,0.041,54.0,1.0,24.88,0.461,0.0,1.48
7065,13.0,907.52,47.0,0.24,0.129,10.0,1.0,69.56,0.59,0.194,0.76
7066,5.0,119.63,11.0,0.183,0.061,42.0,1.0,24.72,0.056,0.419,0.91
7067,10.0,284.71,33.0,0.043,0.095,19.0,1.0,29.26,0.767,0.21,1.85
7068,12.0,388.14,19.0,0.153,0.03,18.0,1.0,31.36,0.373,0.159,3.28
7069,6.0,143.31,8.0,0.159,0.0,35.0,1.0,22.15,0.392,0.059,0.0
7070,1.0,80.7,0.0,0.14,0.04,60.0,1.0,80.7,0.629,0.075,0.39
7071,10.0,536.74,31.0,0.032,0.065,4.0,4.0,55.8,0.594,0.162,2.24
7072,9.0,451.22,28.0,0.048,0.063,11.0,0.0,48.69,0.261,0.29,1.18
7073,14.0,720.58,8.0,0.099,0.0,17.0,0.0,51.21,0.295,0.196,1.61
7074,3.0,88.89,3.0,0.195,0.0,49.0,1.0,25.6,0.273,,0.02
7075,15.0,1307.81,52.0,0.055,0.045,2.0,3.0,88.09,0.418,0.175,2.23
7076,23.0,1796.06,63.0,0.039,0.039,5.0,1.0,76.89,0.261,0.125,2.81
7077,17.0,714.71,58.0,0.352,0.042,0.0,0.0,42.1,0.956,0.198,0.66
7078,14.0,733.05,33.0,0.158,0.082,11.0,1.0,51.74,0.473,0.275,1.4
7079,38.0,2035.66,37.0,0.02,0.01,11.0,1.0,53.49,0.569,0.099,2.13
7080,40.0,1648.25,31.0,0.074,0.037,11.0,1.0,41.33,0.196,0.165,1.99
7081,16.0,1975.9,57.0,0.045,0.038,8.0,2.0,124.83,0.448,0.286,2.1
7082,18.0,616.87,37.0,0.356,0.055,17.0,3.0,34.28,0.489,0.313,1.52
7083,4.0,165.08,7.0,0.252,0.046,41.0,0.0,43.95,0.274,0.343,1.1
7084,32.0,2110.3,50.0,0.046,0.019,3.0,0.0,66.65,0.465,0.044,2.03
7085,2.0,27.33,0.0,0.206,0.034,32.0,0.0,12.05,0.34,0.153,0.9
7086,13.0,391.09,21.0,0.168,0.038,10.0,0.0,29.6,0.21,0.299,2.42
7087,3.0,133.0,3.0,0.235,0.003,49.0,1.0,39.74,0.202,0.429,0.17
7088,11.0,665.62,29.0,0.123,0.107,14.0,1.0,61.99,0.543,0.267,1.58
7089,16.0,397.79,19.0,0.126,0.076,1.0,0.0,24.77,0.319,0.26,2.29
7090,15.0,821.91,17.0,0.123,0.044,12.0,1.0,53.21,0.059,0.419,2.11
7091,3.0,0.0,4.0,0.229,0.061,13.0,0.0,0.0,0.512,0.41,0.0
7092,11.0,589.84,21.0,0.14,0.049,14.0,2.0,52.31,0.149,0.18,1.56
7093,18.0,681.07,63.0,0.416,0.068,5.0,0.0,37.92,0.77,0.199,1.83
7094,5.0,92.87,16.0,0.216,0.055,0.0,0.0,19.87,0.214,0.504,0.78
7095,45.0,2154.25,49.0,0.034,0.034,8.0,0.0,47.68,0.045,0.189,2.07
7096,16.0,689.4,29.0,0.217,0.056,13.0,1.0,43.82,0.409,0.231,2.51
7097,3.0,85.4,10.0,0.165,0.06,38.0,0.0,30.05,0.515,0.197,1.92
7098,5.0,521.57,25.0,0.065,0.0,15.0,2.0,108.36,0.248,0.078,1.38
7099,3.0,76.01,14.0,0.0,0.052,8.0,3.0,23.01,0.163,0.178,0.52
7100,16.0,438.86,39.0,0.437,0.108,7.0,0.0,27.35,0.514,0.295,1.26
7101,4.0,60.77,1.0,0.205,0.074,38.0,1.0,17.21,0.327,0.228,0.04
7102,11.0,462.04,27.0,0.116,0.04,9.0,0.0,41.79,0.257,0.112,2.71
7103,1.0,238.67,0.0,0.43,0.049,43.0,2.0,238.67,0.521,0.269,
7104,26.0,2412.5,60.0,0.021,0.053,6.0,1.0,94.18,0.479,0.182,2.43
7105,5.0,133.95,6.0,0.17,0.033,41.0,0.0,24.91,0.467,0.441,1.84
7106,1.0,37.82,2.0,0.105,0.004,131.0,1.0,25.93,0.659,0.041,1.57
7107,3.0,156.82,8.0,0.113,0.025,45.0,0.0,51.66,0.256,0.085,0.0
7108,24.0,1955.82,53.0,0.048,0.036,5.0,2.0,81.89,0.467,0.195,1.14
7109,11.0,586.2,33.0,0.148,0.011,17.0,0.0,52.72,0.708,0.133,2.2
7110,14.0,682.64,34.0,0.075,0.073,13.0,2.0,50.27,0.405,0.393,1.63
7111,23.0,439.24,54.0,0.341,0.079,6.0,0.0,19.49,0.399,0.02,0.47
7112,2.0,187.51,9.0,0.174,0.043,45.0,2.0,76.76,0.067,0.19,0.69
7113,3.0,112.36,5.0,0.17,0.0,7.0,0.0,38.7,0.151,0.194,0.56
7114,2.0,143.31,3.0,0.105,0.041,63.0,0.0,69.72,0.595,0.033,1.41
7115,2.0,94.47,6.0,0.199,0.096,14.0,1.0,45.47,0.768,0.223,2.18
7116,27.0,2070.03,63.0,0.098,0.045,4.0,1.0,77.51,0.432,0.161,2.68
7117,9.0,629.87,26.0,0.125,0.008,15.0,2.0,67.08,0.159,0.347,1.22
7118,29.0,1464.36,45.0,0.021,0.009,5.0,1.0,50.79,0.865,0.198,2.65
7119,4.0,196.8,3.0,0.155,0.0,44.0,1.0,48.19,0.409,0.203,0.97
7120,25.0,611.05,47.0,0.224,0.062,2.0,2.0,24.13,0.714,0.289,1.58
7121,29.0,596.06,52.0,0.503,0.074,7.0,0.0,20.27,0.317,0.367,0.05
7122,13.0,751.6,24.0,0.011,0.061,13.0,1.0,56.66,0.749,0.361,3.37
7123,4.0,78.94,9.0,0.251,0.012,17.0,0.0,19.49,0.502,0.376,0.71
7124,1.0,143.9,12.0,0.134,0.053,17.0,0.0,143.9,0.41,0.112,0.65
7125,2.0,150.36,10.0,0.167,0.0,56.0,1.0,82.06,0.095,0.186,1.79
7126,3.0,64.45,10.0,0.205,0.037,11.0,1.0,20.17,0.439,0.161,1.18
7127,1.0,149.61,2.0,0.107,0.041,48.0,0.0,121.83,0.361,0.0,0.95
7128,35.0,2310.75,67.0,0.019,0.028,13.0,2.0,66.58,0.278,0.145,1.07
7129,12.0,678.71,41.0,0.096,0.0,7.0,1.0,54.62,0.513,0.157,2.91
7130,6.0,468.65,22.0,0.027,0.033,14.0,1.0,74.11,0.578,0.044,2.95
7131,8.0,179.69,4.0,0.087,0.007,0.0,1.0,21.68,0.272,0.346,0.21
7132,34.0,1077.08,52.0,0.036,0.065,8.0,0.0,31.53,0.365,0.058,1.65
7133,9.0,491.93,22.0,0.071,0.058,16.0,3.0,55.16,0.378,0.296,1.77
7134,19.0,632.57,29.0,0.119,0.035,13.0,2.0,33.53,0.085,0.242,1.42
7135,14.0,523.19,21.0,,0.014,18.0,1.0,36.31,0.625,0.018,1.0
7136,39.0,1595.17,72.0,0.094,0.024,4.0,2.0,41.41,0.368,0.066,2.31
7137,10.0,849.59,25.0,0.119,0.054,17.0,1.0,82.93,0.345,0.233,1.74
7138,16.0,712.9,36.0,0.116,0.081,13.0,1.0,43.93,0.137,0.285,2.56
7139,15.0,638.85,33.0,0.119,0.001,7.0,2.0,41.76,0.65,0.106,2.85
7140,5.0,72.41,13.0,0.153,0.009,48.0,0.0,15.47,0.707,0.104,0.0
7141,2.0,75.24,2.0,0.1,0.0,93.0,0.0,36.37,0.531,0.0,1.16
7142,34.0,1402.5,44.0,0.084,0.04,8.0,0.0,41.46,0.126,0.266,2.44
7143,15.0,827.39,53.0,0.43,0.206,20.0,0.0,57.06,0.57,0.047,2.26
7144,4.0,176.34,5.0,0.231,0.017,43.0,0.0,40.56,0.569,0.33,0.59
7145,20.0,924.48,39.0,0.107,0.07,13.0,0.0,45.54,0.527,0.257,2.68
7146,3.0,43.51,9.0,0.288,0.03,34.0,2.0,15.33,0.226,0.224,0.8
7147,0.0,18.41,9.0,0.152,0.069,28.0,0.0,18.41,0.261,0.223,2.02
7148,2.0,57.54,1.0,0.148,0.052,61.0,1.0,33.76,0.392,0.38,0.02
7149,16.0,411.1,16.0,0.108,0.047,19.0,2.0,26.03,0.274,0.198,1.47
7150,18.0,453.43,42.0,0.391,0.045,11.0,0.0,25.04,0.408,0.142,2.4
7151,33.0,1435.6,68.0,0.014,0.053,8.0,3.0,42.96,0.196,0.298,1.24
7152,10.0,382.54,20.0,0.046,0.035,10.0,3.0,39.24,0.646,0.013,2.06
7153,11.0,488.02,34.0,0.092,0.0,15.0,1.0,42.95,0.289,0.11,2.48
7154,3.0,47.17,2.0,0.095,0.005,76.0,0.0,16.51,0.692,0.02,0.41
7155,2.0,178.0,12.0,0.215,0.041,50.0,0.0,82.85,0.814,0.327,1.36
7156,14.0,537.68,35.0,0.077,0.055,24.0,0.0,38.06,0.583,0.297,1.58
7157,16.0,745.89,44.0,0.414,0.148,2.0,1.0,46.55,0.761,0.119,1.38
7158,14.0,529.53,28.0,0.109,0.014,0.0,1.0,37.74,0.75,0.177,2.06
7159,14.0,414.26,21.0,0.02,0.076,18.0,3.0,30.25,0.394,0.166,1.04
7160,2.0,68.62,12.0,0.238,0.07,15.0,0.0,32.33,0.505,0.296,0.0
7161,13.0,411.48,19.0,0.049,0.022,8.0,1.0,30.94,0.365,0.098,1.15
7162,18.0,1423.07,39.0,0.068,0.051,5.0,2.0,76.99,0.759,0.354,1.53
7163,0.0,67.69,10.0,0.197,0.026,55.0,0.0,67.69,0.474,0.155,1.35
7164,0.0,141.27,3.0,0.238,0.048,32.0,0.0,141.27,0.433,0.153,0.62
7165,18.0,598.1,56.0,0.413,0.095,18.0,2.0,33.15,0.46,0.486,0.0
7166,34.0,1509.96,53.0,0.091,0.055,3.0,0.0,44.05,0.055,0.01,0.88
7167,1.0,133.87,11.0,0.179,0.022,59.0,1.0,133.87,0.372,0.066,1.0
7168,2.0,103.35,2.0,0.143,0.089,103.0,0.0,46.78,0.154,0.0,0.89
7169,4.0,158.85,6.0,0.296,0.03,41.0,1.0,43.55,0.057,0.16,0.98
7170,14.0,213.5,26.0,0.246,0.019,12.0,1.0,15.73,0.486,0.371,1.6
7171,25.0,2080.15,47.0,0.01,0.049,0.0,1.0,82.06,0.463,0.2,0.0
7172,1.0,0.0,6.0,0.119,0.033,110.0,0.0,0.0,0.76,0.0,2.1
7173,4.0,282.94,33.0,0.039,0.035,12.0,0.0,62.99,0.704,0.172,1.31
7174,25.0,2009.19,53.0,0.066,0.025,3.0,2.0,79.16,0.251,0.241,2.82
7175,20.0,179.35,35.0,0.146,0.005,8.0,0.0,8.91,0.493,0.072,2.06
7176,16.0,386.19,27.0,0.018,0.084,9.0,2.0,24.05,0.395,0.063,2.57
7177,1.0,39.35,5.0,0.249,0.068,125.0,1.0,29.78,0.256,0.129,2.47
7178,0.0,162.85,6.0,0.35,0.072,43.0,0.0,162.85,0.233,0.233,1.45
7179,0.0,34.7,5.0,0.183,0.051,67.0,0.0,34.7,0.627,0.0,1.51
7180,16.0,847.65,25.0,0.152,0.102,0.0,2.0,52.35,0.402,0.25,2.07
7181,11.0,471.23,37.0,0.374,0.019,4.0,0.0,44.04,0.962,0.176,0.0
7182,16.0,590.11,40.0,0.462,0.215,12.0,0.0,37.23,0.923,0.294,0.49
7183,33.0,1067.94,55.0,0.052,0.024,5.0,3.0,32.26,0.527,0.159,2.31
7184,6.0,129.06,9.0,0.105,0.017,38.0,0.0,22.37,0.157,0.229,1.96
7185,19.0,843.42,32.0,0.483,0.079,18.0,0.0,43.95,0.38,0.177,0.65
7186,15.0,262.43,29.0,0.131,0.037,11.0,0.0,17.63,0.508,0.119,1.53
7187,0.0,16.42,7.0,0.12,0.081,40.0,2.0,16.42,0.075,0.333,1.44
7188,2.0,151.71,9.0,0.317,0.054,57.0,1.0,79.92,0.523,0.125,1.33
7189,2.0,0.0,3.0,0.145,0.031,143.0,1.0,0.0,0.459,0.025,0.15
7190,2.0,35.1,3.0,0.041,0.0,142.0,1.0,15.65,0.217,0.054,2.8
7191,5.0,102.98,8.0,0.276,0.065,31.0,0.0,22.33,0.327,0.184,0.61
7192,19.0,238.48,42.0,0.368,0.066,19.0,2.0,12.45,0.418,0.285,0.24
7193,2.0,193.33,13.0,0.06,0.069,78.0,1.0,101.22,0.58,0.216,1.03
7194,0.0,53.1,2.0,0.159,0.0,95.0,1.0,53.1,0.442,0.0,0.0
7195,12.0,732.63,33.0,0.073,0.078,13.0,0.0,58.84,0.159,0.0,0.78
7196,17.0,624.38,47.0,0.314,0.16,10.0,0.0,35.87,0.751,0.025,1.15
7197,1.0,181.66,6.0,0.113,0.022,7.0,2.0,181.66,0.142,0.337,2.84
7198,1.0,81.07,0.0,0.052,0.013,25.0,1.0,81.07,0.537,0.216,1.6
7199,24.0,2178.29,64.0,0.036,0.081,10.0,1.0,92.46,0.719,0.071,2.24
7200,11.0,688.95,27.0,0.043,0.034,17.0,1.0,62.19,0.302,0.122,0.88
7201,14.0,490.77,32.0,0.107,0.044,3.0,2.0,35.66,0.434,0.104,1.62
7202,3.0,112.41,3.0,0.219,0.05,41.0,1.0,44.22,0.182,0.149,0.29
7203,15.0,541.59,33.0,0.045,0.0,18.0,1.0,35.21,0.256,0.344,2.41
7204,9.0,1002.02,28.0,0.529,0.082,0.0,2.0,108.81,0.925,0.354,0.49
7205,39.0,1859.51,69.0,0.054,0.062,5.0,1.0,47.66,0.462,0.124,2.52
7206,0.0,128.7,4.0,0.268,0.034,52.0,0.0,128.7,0.313,0.421,2.14
7207,11.0,528.46,27.0,0.007,0.037,9.0,1.0,46.41,0.483,0.137,1.83
7208,28.0,1996.96,52.0,0.081,0.035,12.0,1.0,71.14,0.303,0.276,1.23
7209,15.0,450.47,23.0,0.096,0.019,24.0,0.0,30.94,0.409,0.503,1.48
7210,16.0,365.64,36.0,0.334,0.142,14.0,0.0,22.46,0.464,0.164,1.91
7211,14.0,763.33,35.0,0.13,,0.0,0.0,53.12,0.228,0.0,2.38
7212,15.0,1800.09,17.0,0.098,0.037,2.0,0.0,122.69,0.306,0.225,1.7
7213,2.0,54.06,6.0,0.161,0.0,161.0,1.0,28.57,0.656,0.125,1.03
7214,4.0,132.06,4.0,0.293,0.087,36.0,0.0,29.54,0.246,0.263,0.63
7215,3.0,211.26,11.0,0.154,0.062,45.0,0.0,70.49,0.551,0.174,0.76
7216,10.0,650.12,36.0,0.13,0.05,1.0,1.0,68.42,0.495,0.242,1.19
7217,13.0,532.36,41.0,0.423,0.11,6.0,0.0,39.69,0.482,0.236,0.47
7218,0.0,62.06,3.0,0.192,0.066,20.0,0.0,62.06,0.489,0.169,0.39
7219,1.0,34.54,5.0,0.259,0.021,126.0,0.0,34.54,0.275,0.084,0.89
7220,16.0,1887.48,70.0,0.036,0.022,13.0,0.0,116.07,0.161,0.229,2.43
7221,19.0,2608.1,103.0,0.022,0.037,20.0,0.0,135.46,0.185,0.214,1.93
7222,21.0,831.15,23.0,0.458,,8.0,0.0,39.66,0.522,0.333,1.73
7223,1.0,0.0,3.0,0.132,0.045,147.0,1.0,0.0,0.484,0.208,2.18
7224,1.0,177.01,10.0,0.328,0.011,44.0,0.0,124.99,0.164,0.402,2.33
7225,12.0,926.4,48.0,0.409,0.097,12.0,2.0,80.32,0.435,0.182,1.25
7226,27.0,2605.68,59.0,0.027,0.052,4.0,4.0,96.72,0.104,0.0,1.69
7227,3.0,56.06,6.0,0.074,0.005,178.0,0.0,20.93,0.188,0.069,0.0
7228,7.0,182.15,3.0,0.104,0.0,67.0,0.0,24.97,0.666,0.24,0.65
7229,13.0,519.32,23.0,0.412,0.102,13.0,1.0,39.56,0.277,0.308,1.17
7230,4.0,105.72,1.0,0.15,0.088,31.0,1.0,27.92,0.363,0.366,0.55
7231,5.0,138.4,4.0,0.178,0.046,50.0,0.0,27.04,0.762,0.275,1.51
7232,2.0,38.53,3.0,0.12,0.037,140.0,0.0,23.92,0.157,0.211,0.0
7233,4.0,114.81,4.0,0.119,0.042,23.0,0.0,31.9,0.729,0.378,2.24
7234,14.0,453.43,37.0,0.155,0.024,15.0,2.0,31.74,0.032,0.374,2.09
7235,15.0,972.83,25.0,0.32,0.057,1.0,2.0,65.85,0.57,0.506,0.98
7236,10.0,482.19,29.0,0.128,0.071,22.0,0.0,47.43,0.371,0.355,1.85
7237,3.0,233.8,9.0,0.339,0.069,33.0,0.0,71.13,0.553,0.345,1.16
7238,8.0,625.08,30.0,0.089,0.0,7.0,1.0,74.07,0.49,0.223,3.26
7239,20.0,615.04,17.0,0.111,0.067,4.0,0.0,30.42,0.076,0.209,0.74
7240,28.0,2269.0,53.0,0.057,0.032,13.0,2.0,82.02,0.348,0.142,1.45
7241,1.0,183.47,10.0,0.034,0.059,34.0,1.0,183.47,0.465,0.461,1.04
7242,13.0,226.63,27.0,0.133,0.111,17.0,1.0,17.7,0.13,0.269,1.75
7243,13.0,826.9,23.0,0.102,0.038,8.0,2.0,63.41,0.634,0.409,1.4
7244,13.0,700.89,34.0,0.401,0.046,4.0,0.0,52.7,0.277,0.326,0.48
7245,2.0,63.09,5.0,0.16,0.018,16.0,0.0,38.4,0.109,0.1,1.08
7246,14.0,648.43,46.0,0.501,0.075,8.0,1.0,47.28,0.327,0.282,1.08
7247,11.0,98.31,36.0,0.088,0.034,17.0,2.0,8.7,0.276,0.258,1.95
7248,16.0,828.35,27.0,0.49,0.027,9.0,0.0,50.85,0.82,0.042,0.0
7249,14.0,604.72,20.0,0.145,0.004,15.0,3.0,44.26,0.378,0.072,1.97
7250,15.0,578.19,46.0,0.267,0.106,9.0,1.0,39.31,0.477,0.354,0.96
7251,13.0,437.96,29.0,0.121,0.03,12.0,1.0,33.2,0.37,0.116,1.81
7252,10.0,566.57,18.0,0.087,0.051,16.0,1.0,55.29,0.635,0.206,2.62
7253,4.0,198.2,4.0,0.234,0.0,10.0,0.0,51.12,0.463,0.209,0.8
7254,4.0,97.82,10.0,0.141,0.05,42.0,1.0,23.87,0.169,0.003,0.46
7255,14.0,1608.41,78.0,0.104,0.027,3.0,1.0,115.6,0.576,0.202,1.68
7256,16.0,593.03,36.0,0.165,0.051,6.0,0.0,36.32,0.618,0.239,1.95
7257,9.0,372.44,27.0,0.107,0.044,7.0,3.0,43.06,0.459,0.332,1.86
7258,19.0,670.87,23.0,0.331,0.052,12.0,1.0,36.14,0.707,0.218,2.01
7259,3.0,67.08,5.0,0.07,0.0,134.0,1.0,19.58,0.6,0.0,0.87
7260,33.0,1515.39,62.0,0.058,0.074,11.0,2.0,45.26,0.332,0.229,2.38
7261,3.0,149.16,7.0,0.344,0.052,6.0,1.0,51.85,0.771,0.204,0.94
7262,11.0,440.84,29.0,0.07,0.084,10.0,0.0,41.79,0.149,0.0,2.25
7263,2.0,110.63,0.0,0.16,0.052,44.0,1.0,46.79,0.721,0.324,
7264,13.0,1218.38,45.0,0.348,0.15,15.0,0.0,90.69,0.63,0.374,1.56
7265,5.0,192.59,9.0,0.221,0.0,34.0,0.0,42.76,0.401,0.169,0.49
7266,7.0,702.49,24.0,0.107,0.053,11.0,2.0,97.37,0.357,0.259,1.44
7267,13.0,642.56,36.0,0.233,0.044,16.0,0.0,50.73,0.403,0.246,1.63
7268,15.0,387.28,34.0,0.225,0.03,9.0,2.0,25.01,0.282,0.354,0.0
7269,38.0,1848.45,33.0,0.13,0.005,3.0,1.0,49.27,0.651,,2.1
7270,2.0,164.24,7.0,0.187,0.019,6.0,0.0,70.71,0.314,0.16,0.0
7271,14.0,1756.42,61.0,0.084,0.014,10.0,1.0,128.15,0.817,0.156,1.0
7272,9.0,510.84,40.0,0.104,0.033,10.0,2.0,56.69,0.761,0.132,2.07
7273,20.0,560.52,31.0,0.429,0.132,24.0,1.0,27.54,0.532,0.202,0.15
7274,23.0,1588.27,52.0,0.019,0.033,1.0,0.0,68.59,0.281,0.152,0.77
7275,1.0,49.37,5.0,0.091,0.027,93.0,1.0,49.03,0.517,0.028,1.19
7276,3.0,88.61,3.0,0.114,0.026,37.0,0.0,31.58,0.436,0.21,1.64
7277,4.0,127.78,11.0,0.12,0.069,35.0,2.0,36.39,0.619,0.188,0.74
7278,26.0,1820.36,48.0,0.048,0.015,7.0,1.0,69.21,0.59,0.187,1.5
7279,5.0,65.63,16.0,0.23,0.008,50.0,0.0,12.89,0.734,0.314,1.8
