record_id;machine_type;shift;operator_level;maintenance_done_recently;temperature_c;pressure_bar;vibration_mm_s;current_a;runtime_hours;humidity_pct;production_rate_units_h;defect_count_last_hour;days_since_maintenance;machine_status
100672;Compressor;Afternoon;Intermediate;No;72.75;8.38;4.94;18.79;920.0;49.3;84.2 u/h;1;33;FAILURE
100046;Conveyor;Night;Intermediate;No;61.27;4.28;0.79;18.11;452.2;45.8;89.9;0;64;OK
100199;CNC;Afternoon;Intermediate;N;77.25;6.04;0.82;13.53 A;1710.1;23.0;111.8;1;107;FAILURE
102473;Compressor;Afternoon;Senior;No;75.02;7.36;2.09;23.74;336.5;58.5;92.2;2;45;OK
100004;Compressor;Night;Intermediate;0;73.26;7.74;1,99;26.35;1094.3;50.5;104.3;3;65;WARNING
100586;Compressor;Morning;Senior;No;81.14;7.75;1.31;26.11 A;518.9;32.1;79.3;0;8;OK
102181;Compressor;MORNING;Intermediate;No;72.91;5.54;1.59;19.83;412.7;54.7;82.9;1;94;OK
100931;CNC;Morning;Intermediate;0;61.09;6.14;0.68;15.65;927.7;63.1;100.9;0;53;WARNING
101761;Pump;Morning;Intermediate;No;74.86;9.86;0.41;28.33;941.7 h;43.8;88.6;2;103;FAILURE
100257;Conveyor;Afternoon;Junior;No;47.29;5.62;2.38;19.67;1784.7;37.9;103.6;0;22;FAILURE
100774;Conveyor;Morning;Senior;No;46.85;8.18;1.81;23.51;750.3;64.3 %;107.2;0;4;OK
100657;Conveyor;morning;Mid;No;51.1;;2.57;18.24;185.4;71.5;117.7;0;75;OK
100130;Compressor;Night;Intermediate;No;90.28;10.38;3.05;24.62;;65,1;115.8;2;118;FAILURE
101542;CNC;Afternoon;intermediate;yes;82.59;8.33;4.58;19.79;697.7;75.1;107.7;2;85;FAILURE
100689;Compressor;MORNING;Senior;No;82.92;8.1;7.21;11.63;397.8;44.5;74.7;6;62;FAILURE
100494;Pump;Night;Senior;Y;84.55;7.73;6.44;21.14;533.0;29.7 %;84.5;5;39;FAILURE
100485;CNC;Night;Intermediate;Yes;79.05;5.62;3,15;15.3;N/A;30.7;118.4;3;102;OK
100901;Pump;Afternoon;Intermediate;No;67.07 C;7.12;2.0;20.38;486.1;42.3;100.6;2;29;OK
102091;Pump;Afternoon;intermediate;No;85.03;7.11;0.23;17.94;951.5;61.2;90.7;4;75;FAILURE
100347;Conveyor;Morning;Senior;No;59.57;5.76;2.52;15.36;796,9;43,2;102,7;1;5;OK
100146;CNC;Night;junior;No;84,17;6.35;2.26;20.36;1617.2;47.5 %;;0;113;FAILURE
101255;CNC;Afternoon;Intermediate;N;57.7;6.46;1.78;20.63;840.8;43.3;105.0;0;75;WARNING
101089;Pump;A;intermediate;No;78,85;6.44;3.9;16.94;953.8;80.8;102.1;2;90;FAILURE
101120;Conveyor;AFT;Intermediate;0;72.02;6.98;1.71;19.62;310.1;63.0;106.6;0;44;OK
102010;Compressor;Night;intermediate;0;94.05;8,42;5.1;22,14;591.4;51.7;84.7;6;32;FAILURE
102386;Compressor;Morning;Intermediate;;77.57;7.7;6,8;35.46;597.7;51.8;98.9;5;29;WARNING
100461;Compressor;Afternoon;intermediate;no;78.47;5.68;5.37;19.14;1593.5;38.0;84.6;1;32;FAILURE
100864;Compressor;Morning;intermediate;No;101.33;8.99;5.97;18.09;369.9;61.6;74,4;4;60;FAILURE
101575;CNC;night;Intermediate;No;89.35;3.95;0.4;17.05;637.7;32.8;93.7 u/h;3;35;OK
102434;Pump;Afternoon;Intermediate;No;66.95;9.11;N/A;24.34;465.3;33.4;82.1;2;33;OK
101302;Compressor;Night;Intermediate;No;109.79;7.81;1.95;20.5;680.8;47.7;;4;1;WARNING
100628;CNC;Morning;junior;No;80.34;7.85;1.91;22,0;1631.5;52.3;98,7;3;69;FAILURE
100352;CNC;night;Junior;No;81.14;7.15;2.88;11.15;303.1;30.6;107.4;3;48;OK
102300;Compressor;NIGHT;Junior;0;83.91;7.89;6.46;16.78;315.5;45,9;82.5;2;102;FAILURE
101202;Compressor;Morning;Junior;no;86.37;8.45;4.13;27.67;717.5;53.3;73.6;4;96;FAILURE
101308;Compressor;Night;Junior;No;69.42 C;7.24;5.98;27.89;695,9;56.2;87.9;1;32;FAILURE
101797;Compressor;MORNING;Sr;Yes;82.49;6.97;2.7;18.83;1133.1;24.9;111.3;3;63;FAILURE
100460;Compressor;Morning;Senior;0;83.85;7.33;3.88;31.2;540.6;54.5;96.1;5;70;WARNING
100608;CNC;Morning;Senior;No;;6.31;3.56;20.55;419.1;48.0;98.9;1;103;OK
101361;Compressor;M;Intermediate;No;80.64;5.93;7.4;23.08;586,8;55.4;100,5;3;83;FAILURE
100311;Pump;night;Jr;N;90.99;6,53;4.84 mm/s;N/A;648.2 h;52.8;84.7;3;37;WARNING
102304;Pump;Night;intermediate;0;118.7;8.75;;18.13;255.2;50.7 %;94.4;3;88;FAILURE
101446;Compressor;Morning;Junior;N;65.73 C;8.68;4.28;28,24;399.6;54.4;97.8;0;14;WARNING
100934;Compressor;Morning;intermediate;No;63.93;7.6;1.86;20.11;478.6;35.0;61.9;0;28;OK
102080;CNC;Night;Senior;no;81.57;5.2;6.03;23.44;212.9;26.3;85.5;5;11;OK
100872;CNC;Afternoon;Jr;0;73,24;7.45;1,9;22.1;1345.7;21.7;98.0;0;83;FAILURE
101840;Compressor;Morning;Senior;No;65.82;N/A;0,89;18.61;1799.7;29.6;76.5;0;103;FAILURE
101782;Compressor;morning;Senior;Yes;86.35;6.81;6.13;26.33;1011.6;16.0;77.1;4;70;FAILURE
100039;CNC;Night;Mid;No;75.61;4.5;4.41;21.65;482.7;49.4;108.9;1;22;OK
100360;Compressor;Night;Junior;N;108.38;5.99 bar;1.96;24.17;776.0;42.1;98.7;3;107;FAILURE
100205;CNC;MORNING;intermediate;No;54.17;6.44;2.06;11.61;;36,0;92.6;1;99;OK
100885;CNC;AFT;junior;No;63.12;5.8;2.74;18.77;342.7;61.5;89.2;1;3;OK
101294;Pump;A;Junior;No;67,88;7,15;8.63;28.4;803.7;44.7;103.6;3;25;FAILURE
100856;Pump;Night;Junior;0;85.68;8.16;3.45;14,96;718,9;41.6;96.6;2;44;FAILURE
100443;Compressor;Night;senior;N;97.99;;4.34;30.28;1193.2;31.5;70.6;3;94;FAILURE
100232;Pump;Afternoon;Intermediate;No;76,16;9.05;2.83;23.99;785.6;20.3;92.1;2;53;WARNING
102404;Conveyor;Morning;Intermediate;No;58.66;5.6;1.09;15.62;1382.0;50.7;105.7;0;59;FAILURE
102227;Compressor;morning;Senior;no;93.41;9.64;;25.65;68.5;30.7;62.4;3;64;WARNING
101267;CNC;Afternoon;junior;0;60.07;8.93 bar;7.15;21.0;2123.7 h;53.5;124.0;2;104;FAILURE
101413;Conveyor;Night;Intermediate;1;59.59;4.62;2.93;14.06;516.3;38.2;119.9 u/h;1;73;OK
100499;Pump;Morning;Senior;yes;;8.78;4.7;22,81;939.6;59.7;78.0;2;30;FAILURE
102223;Pump;Afternoon;Mid;N;79,94;7.2;3.93 mm/s;17.77;600.9;47.1;100.6;3;37;WARNING
102035;CNC;Afternoon;Intermediate;No;88.17;6.05;2.07;13.86;?;18.5;126.6;1;46;WARNING
100895;Compressor;Morning;senior;No;94.62;6.4;6.12;20.73 A;653.4;54.1;103.4;3;9;FAILURE
102294;Pump;Morning;Junior;No;93.8 C;7.38 bar;3.43;19.77;1136.0;45.7;74.7;1;97;FAILURE
100131;CNC;MORNING;Sr;N;69.4;6.33;1.33;24.61;1292.0;;95.4;3;81;FAILURE
101553;Pump;Afternoon;Senior;No;102.27;7.57;1.26;18.64;722.6;42.7;91.4;4;69;WARNING
102218;Conveyor;afternoon;Senior;No;67.05;4.81;0.92;15.78;547.4;49.9;125.5 u/h;0;52;OK
100799;Compressor;A;Senior;No;86.11;5.04;3.81;12.5;640.8;25.6;113.8;3;58;WARNING
102065;Pump;Afternoon;Intermediate;Y;76.93;6.21;1.46;18.32;601.3;49.5;107.7;1;86;OK
100063;Compressor;Afternoon;Junior;Yes;74.39;8.87;5.09;23.27;1776.4;15,9;74.3;2;114;FAILURE
102399;CNC;MORNING;Intermediate;No;68.25;6.46;2.92;20.14;355.4;65.0;;0;8;OK
101064;Compressor;Afternoon;Senior;no;62.88;9.8;2.32;20.04;271.5;error;67.6;1;46;OK
101530;CNC;NIGHT;Intermediate;No;81.92;6.14;9.5;20.05;;10.0;122.6;6;94;FAILURE
100839;Pump;Morning;Junior;No;71.99;8.69 bar;1,73;17.49;630.6;54.3;53.9;3;73;WARNING
102188;Compressor;Night;Junior;no;101.16;6.22;6.47;15.67;548.0;45.6;71,3;5;95;FAILURE
102374;CNC;Night;Mid;Yes;77.1;4.97;5.3;18.01;552.0;32.0;113.3;4;48;WARNING
102099;CNC;Afternoon;Senior;No;84.99;6.55 bar;1.55;19,18;283.4;;123.3;3;106;OK
101059;Pump;Night;Intermediate;No;76.87;7.64 bar;4.52;28.36;380.2;31.6;100.3;3;107;FAILURE
100083;Conveyor;Morning;Senior;no;57.23;5.75;1.36;16.95;370.6;43.0;127.8;0;109;OK
101177;Pump;Night;Intermediate;Yes;76.23;8.26;3.38;22.27;875.6;62.5;64.1;1;16;WARNING
100210;Pump;Morning;senior;no;74.13;5.1;1.32;;743.5;31.1;93.4;1;24;OK
102267;Compressor;Morning;;no;69.43;6.93;4.11;18.44;715.6;46.3;62,1;1;26;WARNING
101096;Pump;Afternoon;senior;Yes;82.3;7.26 bar;;22.18;1560.3;55.8;131.4;1;28;FAILURE
100555;CNC;Morning;Junior;No;69.61;6.39;3.19;15.53;754.8;36.9;114.0;2;12;OK
100114;Compressor;morning;Intermediate;0;92.84;8.13;1.84;22.2 A;684.3;51.6;58.0;4;56;OK
100533;Pump;Morning;Intermediate;Yes;error;6.67;5.4;21.35;489.2;30.6;101.7;2;110;FAILURE
100540;Conveyor;Afternoon;Intermediate;No;76.1;5.04;1,23;21.62;284.6;18,4;117.7;2;81;OK
102290;CNC;Night;Junior;No;63.34;6.06;2,34;9.71;403,6;32.8;125.5;1;68;OK
100080;Compressor;Morning;Senior;No;88.75;7.44;1.44;21.17;667.0;10.0;81.5;1;42;OK
101390;CNC;Night;Intermediate;No;83.54;5.13;1.32;22.03;546.2;40.2;114.5 u/h;1;98;OK
100861;Compressor;A;Intermediate;No;97.52;6.91;2.8;20.37;1694.5;58.1 %;85.4;3;39;FAILURE
102583;CNC;Morning;Intermediate;Yes;76.59;4.63;1.71;13.87;210.7 h;38.1;86.2 u/h;2;95;OK
101658;Conveyor;afternoon;Intermediate;Yes;73.58;5.01;1.22;23.19;1127.5;24.1;113.5;1;107;FAILURE
100523;CNC;morning;Junior;1;64.66;4,93;1.33;18.68;842.9;31.9;131.1;1;44;OK
101525;Compressor;N;Intermediate;N;71,35;7.04;4.68;21.86;752.9;62.5;78.8;1;25;WARNING
101023;Conveyor;Afternoon;Intermediate;No;63.87;5.32;1,91;15.3 A;437.7;45.8;99.1;2;26;OK
101273;Pump;morning;Sr;no;70.24;;0.67;21.81;301.8;60,1;114.6;0;94;OK
101543;Pump;M;junior;0;63.48;8.13;2.25;9.64;378,8;52.9;93.1;1;67;OK
100932;Pump;morning;Intermediate;no;70.62;6.56;4.75;19.45;584.9;44.4;106.7;2;72;WARNING
100125;CNC;Morning;Junior;;75.69;6.71;0.61;21.12;1022.9;61.5;113.4;0;96;WARNING
100860;Pump;Night;Senior;no;;8.65;1.88;16.45;157.4;29.6;74.6;4;44;OK
100224;Conveyor;Night;junior;N;85.76;5.4;1.03;;689.1;78.5;161,5;1;110;WARNING
101126;Compressor;Night;Junior;0;81.12;9.26;3.14;20.91;550.4;27.2 %;67.9;3;32;WARNING
100966;Pump;Night;Intermediate;N;92.13;5.83;0.18;15.18;615.6;37.1;67.8;2;74;OK
101749;Pump;Afternoon;Senior;No;75.71;7.15;6,65;13.35;372.0;47.3;107.3;2;62;WARNING
102175;Pump;morning;Mid;no;81.79;6.18;0.91;24.16;333.4;62.1;127.0;1;95;WARNING
100150;CNC;Morning;Junior;No;68.73;5.19;1.85;17.18;1021.5;37.2;98.8;1;99;WARNING
101488;Pump;Afternoon;Senior;No;65.62;7.67;0.53;19.71;922,7;39.0;N/A;0;18;WARNING
102482;CNC;Afternoon;Intermediate;No;58.33;6.46;3.4;16.66;237.4;25.1;151.2;2;87;OK
100881;Pump;Afternoon;Junior;Yes;67.24;6.27;2.83;13.89;482.1;43.3 %;112.7 u/h;1;50;OK
100269;CNC;night;Intermediate;yes;82.42;5.75;2.36;19.94;435.6;57.4;97.3 u/h;1;109;OK
102547;Conveyor;Night;Intermediate;No;87.3;4.63;3.23;15.54;1131.4;45.2;115.5;2;73;FAILURE
100675;Compressor;Night;Junior;No;64.57;8.31;0.7;21.61;303.6;19.2;22.7;1;84;OK
101738;CNC;MORNING;Intermediate;No;65.2;5,14;4.04;18.5;420.6;39.3;90.2;1;55;OK
101732;CNC;N;Senior;No;71.57;8.03;2,22;unknown;unknown;37.1;94.7;0;112;FAILURE
101567;CNC;Morning;senior;N;61.9;5.42;2.61;21.68;781.0;62.9;73.0;1;75;WARNING
100228;Compressor;M;Senior;N;81.58;7.99;8.8;23.2;759.5;35.9;86.1;5;17;FAILURE
100618;Pump;M;Junior;No;61,16;8.48;1.0;19.86;702.9;38.9;75.6;1;41;OK
100405;Conveyor;Morning;Intermediate;no;40.2;5.66;2.43;16,93;790.1;47.4 %;116.9;1;44;OK
102420;Conveyor;Afternoon;Senior;no;68.31;4.45;0.93;16.3;345.6;48.3 %;95.0;2;109;OK
100123;CNC;M;;No;59.57;5.12;5.08 mm/s;17.04;927.7;23.0;109.2;1;40;WARNING
100944;Pump;M;Intermediate;No;74.47;5.89;2.29;27.38 A;761.7;52.0;128.0;2;36;OK
101637;Pump;Afternoon;Junior;No;91.41;5.96;0.56;22.16;N/A;13.7;78.4;3;92;WARNING
102296;CNC;afternoon;Senior;0;59.21;6.93;1.47;18.21;396.6;49.8;134.3;0;47;OK
101032;Compressor;Night;Intermediate;No;87.59;8.18;3.04;29.8;418.7;36.1;55.6;1;93;FAILURE
100439;Compressor;Morning;Jr;no;85.49;8.56;5.91;21.24;651.2;63,7;68,7;4;3;FAILURE
101933;Compressor;afternoon;Junior;No;78.76;8.9;0.9;14.65;664.6;41.3;68.8;1;19;OK
100165;Compressor;Morning;Senior;Yes;92.34;6.95;2.4;33.71;147.0;53.3;83.5;2;76;OK
100211;Compressor;Morning;Mid;No;85.03;7.61;1.74;25.75;811.6;74.4;67.7;0;47;WARNING
101667;Conveyor;Afternoon;intermediate;no;71.35;4.18;1.63;15.42;513.6;56.2;139.1;0;14;OK
101904;CNC;Afternoon;junior;No;67.5;5.16;3.09;20.98;687.5;57.4;102.5;2;100;OK
101325;Pump;Morning;Mid;No;78.68;7.15;7.54;22.89;558.1;50.5;N/A;5;65;FAILURE
102237;CNC;Morning;Junior;No;51.76;6,19;2.29;17.22;1375.2;45.3;124.5;0;115;FAILURE
101899;CNC;Night;Junior;Y;;3.86;3.22;18.85;911.8;48,1;99.0;3;1;WARNING
101771;Compressor;Morning;Senior;Y;88.08;8.98;2.38;21.98;835.5;46.0;88.7;3;71;FAILURE
100121;Compressor;Afternoon;junior;no;81.15;7.33;2.35;21.33;415.4;38.2;72.7;2;105;OK
101377;Compressor;Morning;Intermediate;No;81.79;6.47;5.08;14.6;477.4;38.3;74,3;2;73;OK
101746;Compressor;Night;Senior;No;102.44;9.12;1.55;27.45;818.3;45.3;80.7;2;20;FAILURE
101174;Compressor;NIGHT;Senior;1;95.7;8.67;5.8;27.12 A;832.6;51.1;70.7 u/h;3;45;WARNING
101041;CNC;Morning;Mid;Yes;60.99;3.78;3.49;23.25;669.0;34.7;139.5 u/h;0;9;OK
101565;Compressor;AFT;Intermediate;No;85.4;8.88 bar;2.3;28.98;981.8;52.5;71,1;2;108;FAILURE
102345;Compressor;Afternoon;Intermediate;N;84.33;6.62;4.17;25.03;804.6;26.0;78.0;6;101;FAILURE
101497;Conveyor;Afternoon;Intermediate;yes;61.55;6.93;4.46;21.98;850.0;48.7;122.3 u/h;0;119;FAILURE
101207;Compressor;Afternoon;Senior;1;72.1;6,32;0.34;21.99;732.8;37.4;71.8;0;39;OK
100963;CNC;N;Intermediate;N;73.06;7.59;8.33;25.7;688.4;46.2;?;4;7;FAILURE
100115;CNC;Night;intermediate;N;73.33;4.94;5.58;18.49;767.9;47.7;119,5;1;34;WARNING
100825;Conveyor;Morning;Senior;No;50.43;3.69;4.68;21.11;951.7;68.7;125.9;3;70;WARNING
100591;Conveyor;MORNING;Sr;N;55.54;6.52;1.0;13.92;774.1;62.5;91.0;0;109;OK
101611;CNC;afternoon;Junior;No;66.02;4.52;;13.21;235.2 h;;114.3;1;31;OK
102206;Compressor;night;Junior;yes;102.31;;7.26;23.14;1564.0;43.7;79,3;6;64;FAILURE
102337;Conveyor;afternoon;Intermediate;no;57.57;5.51;5.26;16.81;152.4;52.6;;2;33;OK
101956;Conveyor;Night;Senior;No;61.54;5.6;1.42;14.53;941.8;23.5;100.2;0;84;OK
102506;CNC;Afternoon;Intermediate;No;;6.03;1.32;18.66;827.4;64.6;131.5;2;10;OK
100428;Conveyor;Night;Senior;Yes;59.29;6.24;0.79;10.4;2180.6;48.6;93.4;0;20;FAILURE
100053;Compressor;NIGHT;Intermediate;N;93.1;;4.61;25.61;853.4;48.2;84.0;0;79;FAILURE
101336;Conveyor;Morning;Junior;No;66.03;3.87;1.91;18.55;435.2;36.2;114.6;0;67;OK
101858;CNC;Afternoon;Junior;Y;51.89;7.69;6.36;21.21;175.5;34.5;96.1;0;111;OK
101233;CNC;Afternoon;Junior;N;62.53;5.78;2.69;19.99;464.7;37.6;101.0 u/h;3;46;OK
102421;CNC;NIGHT;Mid;No;74.18;7.24;11.18;13.99;525.2;62.9;116.4;4;13;FAILURE
101243;Pump;Afternoon;Sr;N;77.01;9.95;7.22;20.35;1557.7;42.9;80.7;1;75;FAILURE
101529;CNC;NIGHT;Senior;Yes;95.11;4.89;1.02;13.75;555.0;;118.1;3;68;OK
100888;CNC;Night;Junior;no;78.35;7.42;10.3;24.23;563.0;55.3;90.9 u/h;4;74;FAILURE
101467;Pump;M;Sr;No;71.33;6.64 bar;2.07;15.0;536.0;41.1;72,7;1;15;OK
100929;Compressor;night;Intermediate;1;110.58;9.09;7.09;23.25;523.7;63.7;97,4;4;50;FAILURE
101133;CNC;Afternoon;intermediate;Yes;57.22;6.89;4.15;16.59;838.7;51.0;108.1;1;10;WARNING
100761;Compressor;morning;Junior;No;88.59;7.52;5.36;30,89;840.9;42.5;83.8;4;77;FAILURE
102243;Pump;Morning;Senior;no;58.34;8.08;3.29;23,99;;32.4;63.6;4;14;WARNING
101604;Conveyor;afternoon;intermediate;N;53.19;5.03 bar;2.07;23.75;744.2;35.7;85.2;0;112;WARNING
100033;Pump;Night;Intermediate;Yes;82.8;7.73;4.08;24.22;767.5;54.0;88.7;3;87;FAILURE
102247;CNC;Morning;intermediate;No;64.41;6.65;5.77;19.2;596.1;57.4;91.5;1;49;OK
100697;Compressor;N;Jr;;96.69 C;7.0;10.28;10.95;858.9;33.7;79,9;5;20;FAILURE
100842;Compressor;Morning;junior;No;73.99;9.26;1.52;18.74;665.7;49.1;40,6;2;22;WARNING
100690;Pump;Afternoon;Junior;No;91.48;;2.92;17.14;382.9;61.8;79.1 u/h;1;8;OK
101263;Pump;Afternoon;Sr;No;94.03;7.51;1,16;20.28;270.5;47.5;111.9;2;71;WARNING
101862;Conveyor;Afternoon;Junior;0;61.04;5.29;1.17;16,89;350.6;35.9;113.1;1;10;OK
102037;Conveyor;Morning;Intermediate;Yes;62.38;3.24;0.51;16.99;355.3;45.3;103.2;1;45;OK
102104;Conveyor;Afternoon;Intermediate;No;59.86;5.52 bar;3.9 mm/s;9.69 A;;63.4;107.9;1;74;FAILURE
101400;Pump;M;Intermediate;no;68.29;7.16;3.12;13.65;1041.3;46.8;102.2;1;86;FAILURE
100338;Compressor;morning;Intermediate;1;78.9;6.18;5.19;13.15;976.6 h;44.6;74.8;1;48;FAILURE
101837;CNC;Night;Junior;No;74.86;7.99;6.0;17.88;757.0;20.3;76.7;5;93;FAILURE
101132;Pump;Night;Senior;no;69.36;8.38;3.37;29.02;761.8;40.4;94,7;1;35;WARNING
101420;Conveyor;Night;Intermediate;yes;68.5;6.09;1.89 mm/s;14.3;710.9;45,5;98.2;1;99;WARNING
100874;Pump;Afternoon;Junior;Yes;105.26;5.97;1,51;;742.4;44.7;87.9;4;65;FAILURE
100455;CNC;Afternoon;Mid;0;72.55;7.94;2.75;21,44;653.7;43,3;110.4;0;2;OK
100701;CNC;Night;Senior;Y;78.23;7,82;4.18;17.22;451.6;54.5;86.7;4;116;WARNING
100912;Conveyor;N;intermediate;Yes;64,99;6.11;5.0;15.31;612.3;49.6;117.7;1;14;WARNING
101115;Conveyor;Night;Intermediate;N;67.45;5.64;2.1;18,42;257.5;65.8;78,4;1;88;OK
100085;CNC;M;Junior;yes;74.59;7,29;2.56 mm/s;14.96;762.7;43.1 %;76.5;3;89;WARNING
102382;CNC;Morning;Senior;N;72.0;6,21;1.25;16.93;474.0;49.3;144.4;1;48;OK
102461;Conveyor;M;Intermediate;0;62.66;3.96;2,0;14.4;;unknown;122.0;0;102;OK
101415;CNC;AFT;Senior;Yes;65.45;5.48;1.85;16.58;1129.5;20.7;118.4;0;108;WARNING
100723;CNC;Night;Senior;0;83.36;6,55;2.53;16.34;516.1;39.1;127.0;2;23;WARNING
101913;Conveyor;Night;Mid;No;63.27;4.67;0.9;12.77 A;;30.9;146.9;1;26;OK
100495;Compressor;Afternoon;Senior;No;94.35;8.24;unknown;29.16;650.2;47,6;72.0;0;36;WARNING
102036;Compressor;Morning;Senior;Y;78,42;6.89;3.75;23.51;830,1;61.0;85.5;2;113;FAILURE
100772;Compressor;Morning;junior;No;88.6;9.09;1,83;14.31;695.6;60.5;89.7;3;56;WARNING
101024;Pump;Night;Junior;No;84.14;6.23;0.87;18.35;355.7;55.3;104.2;3;18;OK
102515;CNC;Morning;intermediate;No;60.65;6.92;2.21;25.53;606.9;64.5;115.1;0;88;OK
100264;CNC;M;Senior;0;73.39;8.72;0.95;17.57;752.5;50.4;113.5;4;40;WARNING
101986;Conveyor;Night;Intermediate;no;78.03;;1.12;20.98;752.1;73.3;117.7;0;34;OK
101972;Conveyor;Night;Intermediate;No;64.59;5.96;3.04;17.17;526.2;36.0 %;114.1;1;27;OK
100468;Conveyor;morning;Senior;Yes;56.97;6.58;;17.66;582.3;35.5;128.0;2;102;OK
102090;Pump;Night;Junior;no;78.71;7.13;3.11;22.37;561.2;63.1;99.4 u/h;2;88;FAILURE
102239;Pump;Morning;Junior;N;70.41;5.88;3,55;13.62;755.8;25.4;73.1;0;100;FAILURE
100529;Compressor;Afternoon;Senior;N;71.41;8.26;1.55;17.21;1362.2;36.0;92.3;1;92;FAILURE
102463;CNC;M;Intermediate;Yes;81.08 C;;1.5;22.0;238.7;63.1;79.5;2;92;OK
101827;Pump;morning;Intermediate;No;77.29;6.5;2.4;13.18;606.7 h;39.5 %;104.4;1;58;WARNING
100516;CNC;Afternoon;Junior;No;50.3;5.88;0.43;16,98;?;37.3;87.0;1;29;OK
100379;Pump;Night;Senior;no;82,91;7.29;0.22;21.23;569,3;44.7;69.0;2;22;OK
101264;Conveyor;Morning;Intermediate;No;47.71;5.49;0.73;19.18;683.8;20.3;128.1;1;18;OK
100752;Pump;Morning;Intermediate;No;77.94;6.54;0.36;23.17;765.6;48.6;61.0;1;39;OK
101247;Compressor;Night;Mid;No;74.31;6.85;2,58;25.37;272.4;31,5;112.4;2;100;OK
102221;Pump;Night;Junior;Yes;85.21;8.25;6.93;20.71;811.8;46,8;91.7;7;29;FAILURE
100692;Conveyor;Night;intermediate;N;90.29;4,84;2,27;11.13;568.5;36.3;118.5 u/h;2;4;OK
101993;Pump;Night;Intermediate;1;86.11;6.56;3.49;22.78;1136.3;24.5;101,0;4;110;FAILURE
101780;Pump;MORNING;senior;Yes;89,63;5.91;3.72 mm/s;21.04;435.6;31.3;82.7;3;61;OK
100245;Compressor;Morning;Senior;No;76.4;8.97;0.93;26.71;1010.4;24.9;104.9;0;37;FAILURE
100385;Pump;Morning;Senior;N;72.18;5.95;1.59;24.34;620.3;63.3;89.2;1;79;OK
101876;Compressor;Afternoon;intermediate;yes;102.88;8.16;5.56;27.47;758.9;40.7;78.6;7;98;FAILURE
102113;CNC;AFT;Intermediate;No;51.48;4.6;6.46;23.19;896.4;54.1;83.1;1;104;FAILURE
101034;Conveyor;Afternoon;junior;No;70.95;6.3;1.3;21.05;935.0;60.4;163.0;0;49;WARNING
101789;Conveyor;night;Junior;No;62.66;5.73;5.72;20.45;320.8;67.2;127.5;2;58;OK
102240;Pump;Morning;Senior;N;;6.3;1.59;19.02;637.8 h;47.0;;3;75;OK
101570;Pump;Afternoon;Intermediate;No;93.86;6,98;1.5;17.52;1050.2;42.6;105.2;3;58;FAILURE
101191;Pump;Morning;Junior;N;71.47;;2.88;19.36;840.9;30.8;101.9;1;80;WARNING
101602;CNC;NIGHT;Intermediate;no;68.12;5.4;0.8;24.32;872.0;44.4;104.3;6;101;WARNING
100779;Compressor;afternoon;Junior;No;90.53;7.17;2.72;16.79;621.6;27.8;60,3;3;79;WARNING
101866;Conveyor;Morning;Senior;No;64.76;6.55;1,14;16.0;918.1;48.3;124.9;1;97;WARNING
100071;CNC;Afternoon;Sr;yes;80,45;4.14;3.88;16.4;633.3;45.1;96.0;3;41;WARNING
100052;CNC;Afternoon;Junior;no;53.29;7.02;5.96;18.7;657.9;61.8;100.3;2;29;FAILURE
101616;CNC;Morning;Junior;no;54.87;8.61;2.58;16.55;1438.1;44.2;129.7;1;91;FAILURE
101648;Compressor;Morning;Intermediate;No;64.45;8.7;1.48;24.51;254.9;68.1;87.8;1;6;OK
100589;CNC;Morning;senior;No;51.78;5.33;2.36;8.05;837.6;30.2;81.3;1;99;WARNING
100007;Compressor;Afternoon;Junior;No;79.7;8.38;;29.47;806.2;53.6;81.2;3;49;FAILURE
100670;Pump;Morning;Junior;No;68.51;7.93;2.14;25.8;213.5;59.1;;1;119;OK
101666;Conveyor;A;Intermediate;N;51.36;3.47;1.75;19.55;528.3;45.4;93.1;0;53;OK
101237;CNC;Afternoon;Intermediate;N;72.16;6.46;0.89;15.49;697.8;52.9;96.2;0;37;OK
101192;Pump;Morning;Intermediate;Y;93.01;9.68;2.07;18.33;443,2;62.9;109.8;1;99;WARNING
100196;CNC;AFT;Intermediate;No;65.98;4.99;3.52;21.81;915.6;41.1;128.1;2;103;WARNING
102153;Compressor;Afternoon;Senior;no;98.73;9.08;4.5;19.88;695,4;49.6;86.7;2;51;FAILURE
101212;Conveyor;Morning;Sr;no;;7.17;1.79;13.59;867.1;49.2;140.1;0;78;OK
100925;CNC;Afternoon;Junior;no;70.52;6.0;1.91;21.45;204.9;37.8;91.9;0;110;OK
100436;CNC;Night;Mid;Y;68.15;4.85;4.99;16.28;275.3 h;36.9;117.0;1;35;OK
102100;CNC;Night;intermediate;No;72.42;6.03;1.63;18.3;1197.9;36.4;94.5;2;119;FAILURE
102057;Conveyor;Night;intermediate;N;64.44;5.99;5.26;19,2;184.9;52.5;99.3;0;119;WARNING
100322;Pump;morning;Junior;No;77.28;;0.84;22.05;663.5;60.1;86.2;1;111;OK
102198;Pump;Afternoon;Intermediate;Yes;82.2;5.67;3.58;10.49;924.7;42.2;106.8;3;84;FAILURE
100715;Compressor;MORNING;Intermediate;No;60.9;9.5;0.73;24.6;1186.0;64.6;81.9;0;13;FAILURE
102301;Conveyor;Afternoon;Intermediate;0;58.26 C;4.68;3.4;18.77;388.7;36.7;102.6;0;14;OK
